YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
MM,MM,MM,MM,MM,MM,1017.6,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.8,271,1017.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.7,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.6,285,1017.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.6,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.6,273,1017.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.4,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.8,265,1017.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.4,MM,MM,MM,MM,MM,MM
MM,MM,0.8,MM,3.9,243,1017.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1017.2,MM,MM,MM,MM,MM,MM
MM,MM,0.8,MM,4.0,235,1017.2,MM,MM,MM,MM,MM,MM
MM,MM,0.8,MM,4.0,235,1016.7,MM,10.8,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.6,MM,10.9,MM,MM,+1.1,MM
MM,MM,0.8,5,4.3,225,1016.5,MM,10.9,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.3,MM,10.8,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.2,MM,10.8,MM,MM,MM,MM
MM,MM,0.9,5,4.4,249,1016.0,MM,10.7,MM,MM,MM,MM
MM,MM,0.9,MM,4.4,249,1016.0,MM,10.5,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.9,MM,10.5,MM,MM,+0.6,MM
MM,MM,0.9,6,4.5,234,1015.9,MM,10.6,MM,MM,MM,MM
MM,MM,0.9,MM,4.5,234,1015.9,MM,10.6,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.8,MM,10.5,MM,MM,MM,MM
MM,MM,1.0,6,4.6,245,1015.6,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.6,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,MM,MM,MM,+0.5,MM
MM,MM,0.9,6,4.3,253,1015.5,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.6,MM,10.2,MM,MM,MM,MM
MM,MM,0.8,6,4.5,253,1015.5,MM,10.2,MM,MM,MM,MM
MM,MM,0.8,MM,4.5,253,1015.4,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,10.3,MM,MM,+0.9,MM
MM,MM,0.9,6,4.7,244,1015.5,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,MM,MM,MM,MM,MM
MM,MM,0.8,5,4.5,246,1015.4,MM,10.4,MM,MM,MM,MM
MM,MM,0.8,MM,4.5,246,1015.3,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,10.4,MM,MM,+0.6,MM
MM,MM,0.8,6,4.4,247,1015.3,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.2,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.2,MM,10.4,MM,MM,MM,MM
MM,MM,0.8,5,4.3,249,1015.2,MM,10.4,MM,MM,MM,MM
MM,MM,0.8,MM,4.3,249,1015.1,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,10.4,MM,MM,+0.8,MM
MM,MM,0.9,5,4.1,241,1015.0,MM,10.4,MM,MM,MM,MM
MM,MM,0.9,MM,4.1,241,1014.8,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,10.2,MM,MM,MM,MM
MM,MM,1.0,MM,4.0,259,1014.8,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.8,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,10.1,MM,MM,+0.5,MM
MM,MM,0.9,5,4.0,253,1014.5,MM,10.1,MM,MM,MM,MM
MM,MM,0.9,MM,4.0,253,1014.3,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,10.2,MM,MM,MM,MM
MM,MM,0.9,5,3.9,258,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.2,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,265,1014.9,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,265,1014.3,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.3,MM,10.2,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,268,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,258,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,258,1014.0,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,10.4,MM,MM,MM,MM
MM,MM,1.2,MM,4.0,261,1013.9,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,-0.0,MM
MM,MM,1.2,MM,3.9,258,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.8,257,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,1.2,MM,3.9,259,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.9,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,3.9,255,1013.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.8,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.0,256,1013.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.1,246,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,-0.6,MM
MM,MM,1.3,MM,4.0,252,1014.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,250,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.8,244,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.8,MM,11.0,MM,MM,MM,MM
MM,MM,1.0,5,3.8,248,1013.7,MM,11.1,MM,MM,MM,MM
MM,MM,1.0,MM,3.8,248,1013.8,MM,11.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,11.0,MM,MM,-0.8,MM
MM,MM,1.0,5,3.9,246,1014.0,MM,11.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,11.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.0,MM,11.0,MM,MM,MM,MM
MM,MM,0.9,MM,3.8,247,1014.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.8,MM,MM,MM,MM,MM,MM
MM,MM,0.8,MM,3.8,248,1014.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,0.9,MM,3.8,265,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.2,MM,MM,MM,MM,MM,MM
MM,MM,0.9,MM,3.8,265,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,0.9,MM,3.9,266,1015.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.9,MM,MM,MM,MM,MM,MM
MM,MM,0.9,MM,3.9,267,1015.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,10.3,MM,MM,MM,MM
MM,MM,0.9,4,3.8,264,1014.7,MM,10.3,MM,MM,MM,MM
MM,MM,0.9,MM,3.8,264,1014.8,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,10.2,MM,MM,+0.8,MM
MM,MM,0.8,4,3.8,268,1014.7,MM,10.3,MM,MM,MM,MM
MM,MM,0.8,MM,3.8,268,1014.8,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,10.2,MM,MM,MM,MM
MM,MM,0.8,5,3.7,255,1015.0,MM,10.2,MM,MM,MM,MM
MM,MM,0.8,MM,3.7,255,1014.8,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,10.1,MM,MM,+0.7,MM
MM,MM,0.9,5,3.8,259,1014.7,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,10.1,MM,MM,MM,MM
MM,MM,1.0,5,3.9,260,1014.5,MM,10.1,MM,MM,MM,MM
MM,MM,1.0,MM,3.9,260,1014.5,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,10.1,MM,MM,-0.0,MM
MM,MM,1.1,5,4.1,265,1014.3,MM,10.1,MM,MM,MM,MM
MM,MM,1.1,MM,4.1,265,1014.3,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,10.1,MM,MM,MM,MM
MM,MM,1.2,5,4.2,267,1014.2,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.4,264,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.3,260,1014.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.5,MM,MM,MM,MM,+0.4,MM
MM,MM,1.5,MM,4.4,257,1014.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.3,MM,MM,MM,MM,MM,MM
MM,MM,1.6,MM,4.6,252,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.7,MM,MM,MM,MM,+1.0,MM
MM,MM,1.4,MM,4.5,257,1014.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.5,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,4.6,258,1014.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.4,MM,MM,MM,MM,MM,MM
MM,MM,1.6,6,4.8,245,1013.9,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.8,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.4,MM,10.1,MM,MM,MM,MM
MM,MM,1.4,MM,4.7,245,1014.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,4.6,264,1014.1,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,4.6,264,1013.5,MM,9.9,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.4,MM,9.9,MM,MM,MM,MM
MM,MM,1.5,MM,4.8,258,1013.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.7,MM,MM,MM,MM,+1.0,MM
MM,MM,1.4,MM,4.8,267,1013.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.4,MM,MM,MM,MM,MM,MM
MM,MM,1.5,MM,4.9,256,1013.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.1,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.8,253,1012.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.8,MM,MM,MM,MM,MM,MM
MM,MM,1.3,6,4.9,237,1012.3,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.9,237,1012.2,MM,9.9,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.9,255,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.6,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.8,242,1012.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,5.0,243,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.6,MM,MM,MM,MM,MM,MM
MM,MM,1.2,5,4.6,250,1012.0,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.3,MM,MM,MM,MM,+1.0,MM
MM,MM,1.3,MM,4.5,246,1012.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,9.9,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,9.9,MM,MM,MM,MM
MM,MM,1.2,5,4.3,249,1011.8,MM,9.9,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.1,MM,MM,MM,MM,MM,MM
MM,MM,1.2,MM,4.1,245,1011.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,MM,MM,MM,MM,MM
MM,MM,1.1,MM,3.9,249,1011.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.7,MM,MM,MM,MM,+1.0,MM
MM,MM,1.3,MM,4.1,251,1011.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.5,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,4.0,258,1011.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.3,MM,MM,MM,MM,MM,MM
MM,MM,1.3,MM,3.9,263,1011.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.1,MM,MM,MM,MM,MM,MM
MM,MM,1.5,MM,4.0,257,1011.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.3,MM,MM,MM,MM,MM,MM
MM,MM,1.5,5,4.0,257,1011.1,MM,10.1,MM,MM,MM,MM
MM,MM,1.5,MM,4.0,257,1011.0,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.8,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,3.9,256,1010.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.7,MM,MM,MM,MM,-0.8,MM
MM,MM,1.4,MM,3.9,257,1010.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.6,MM,MM,MM,MM,MM,MM
MM,MM,1.4,MM,3.9,252,1010.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.5,MM,MM,MM,MM,-2.3,MM
MM,MM,1.4,5,3.9,256,1010.6,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.6,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1010.8,MM,MM,MM,MM,MM,MM
MM,MM,1.4,5,4.0,252,1010.8,MM,10.1,MM,MM,MM,MM
MM,MM,1.4,MM,4.0,252,1010.9,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.1,MM,MM,MM,MM,-2.7,MM
MM,MM,1.4,5,3.9,246,1011.0,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.0,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.2,MM,10.1,MM,MM,MM,MM
MM,MM,1.3,MM,4.1,254,1011.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.5,MM,MM,MM,MM,-3.1,MM
MM,MM,1.3,MM,4.2,247,1011.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1011.9,MM,MM,MM,MM,MM,MM
MM,MM,1.0,MM,3.8,242,1012.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1012.8,MM,MM,MM,MM,-2.2,MM
MM,MM,0.9,4,3.7,239,1012.7,MM,MM,MM,MM,MM,MM
MM,MM,0.9,MM,3.7,239,1012.9,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.4,MM,MM,MM,MM,MM,MM
MM,MM,0.8,MM,3.8,235,1013.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.8,MM,MM,MM,MM,MM,MM
MM,MM,0.6,MM,3.6,247,1013.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.6,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1013.7,MM,10.4,MM,MM,MM,MM
MM,MM,0.6,MM,3.6,243,1014.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,MM,MM,MM,-1.2,MM
MM,MM,0.8,MM,4.0,245,1014.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.1,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.7,248,1015.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.0,MM,MM,MM,MM,-0.7,MM
MM,MM,0.7,MM,3.8,249,1015.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.6,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,0.6,4,3.8,246,1014.7,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1014.8,MM,10.3,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,-0.5,MM
MM,MM,0.6,MM,3.7,248,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.6,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,3.6,256,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.8,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,3.6,256,1015.8,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,3.6,256,1015.3,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.4,MM,10.4,MM,MM,MM,MM
MM,MM,0.5,4,3.3,253,1015.4,MM,10.4,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,0.6,MM,3.4,269,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.0,MM,MM,MM,MM,MM,MM
MM,MM,0.5,4,3.3,264,1015.6,MM,10.2,MM,MM,MM,MM
MM,MM,0.5,MM,3.3,264,1015.6,MM,10.2,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.2,MM,MM,MM,MM,+0.0,MM
MM,MM,0.5,MM,3.2,269,1016.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.4,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,3.2,272,1016.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.6,MM,MM,MM,MM,MM,MM
MM,MM,0.5,4,3.2,269,1016.2,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.1,MM,10.1,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.7,MM,MM,MM,MM,MM,MM
MM,MM,0.6,4,3.4,273,1016.2,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.1,MM,10.0,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.5,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.5,261,1016.4,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.2,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.6,265,1016.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.2,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.1,MM,MM,MM,MM,+0.8,MM
MM,MM,0.8,MM,3.8,257,1016.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.1,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1016.1,MM,MM,MM,MM,MM,MM
MM,MM,0.7,MM,3.8,246,1016.0,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.8,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,+0.5,MM
MM,MM,0.6,MM,3.8,245,1015.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.7,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,3.9,246,1015.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.9,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.8,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,4.1,251,1015.6,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.5,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.4,MM,MM,MM,MM,MM,MM
MM,MM,0.5,MM,4.3,251,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,MM,MM,MM,MM,MM
MM,MM,MM,MM,MM,MM,1015.3,MM,MM,MM,MM,MM,MM
3.0,4.0,0.4,MM,3.9,254,1015.4,10.7,MM,9.8,MM,MM,MM
